XP_022313813.1	GO:0005975,GO:0016853,GO:0044281
XP_022326570.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0032991,GO:0043167
XP_022311839.1	GO:0006457,GO:0006464,GO:0006520,GO:0016301,GO:0032991,GO:0043167,GO:0051082
XP_022311833.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022335352.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022335353.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022335354.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022335355.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313713.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313714.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313715.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313719.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313710.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313711.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313720.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313717.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022313716.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022314156.1	GO:0005777,GO:0006520,GO:0016301,GO:0043167
XP_022318912.1	GO:0005777,GO:0006520,GO:0016301,GO:0043167
XP_022318308.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022318309.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022318305.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022318311.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022318310.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022318306.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022317170.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022317171.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022317289.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0032991,GO:0043167
XP_022315107.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022316022.1	GO:0003677,GO:0005634,GO:0006259,GO:0006520,GO:0006950,GO:0016301,GO:0032991,GO:0043167
XP_022315785.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0019899,GO:0043167
XP_022315787.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0019899,GO:0043167
XP_022315786.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0019899,GO:0043167
XP_022314240.1	GO:0006520,GO:0016301,GO:0034655
XP_022314241.1	GO:0006520,GO:0016301,GO:0034655
XP_022319475.1	GO:0006464,GO:0006520,GO:0016301,GO:0030234,GO:0040007,GO:0042592,GO:0043167
XP_022316772.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022319073.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022316077.1	GO:0006464,GO:0006520,GO:0008289,GO:0016301,GO:0043167
XP_022316076.1	GO:0006464,GO:0006520,GO:0008289,GO:0016301,GO:0043167
XP_022316075.1	GO:0006464,GO:0006520,GO:0008289,GO:0016301,GO:0043167
XP_022316078.1	GO:0006464,GO:0006520,GO:0008289,GO:0016301,GO:0043167
XP_022316074.1	GO:0006464,GO:0006520,GO:0008289,GO:0016301,GO:0043167
XP_022314665.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022314666.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022315900.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0019899,GO:0043167
XP_022315901.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0019899,GO:0043167
XP_022324285.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0019899,GO:0043167
XP_022323231.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022324385.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022326348.1	GO:0005737,GO:0005815,GO:0006464,GO:0006520,GO:0007010,GO:0007049,GO:0016301,GO:0022607,GO:0043167
XP_022326346.1	GO:0005737,GO:0005815,GO:0006464,GO:0006520,GO:0007010,GO:0007049,GO:0016301,GO:0022607,GO:0043167
XP_022326347.1	GO:0005737,GO:0005815,GO:0006464,GO:0006520,GO:0007010,GO:0007049,GO:0016301,GO:0022607,GO:0043167
XP_022323466.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022323467.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022323468.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022324495.1	GO:0005575,GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022320795.1	GO:0006464,GO:0006520,GO:0006950,GO:0007049,GO:0016301,GO:0043167
XP_022324125.1	GO:0005575,GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022324124.1	GO:0005575,GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022324126.1	GO:0005575,GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022329975.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022329977.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022329972.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022329967.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022329976.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022329974.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022329968.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022333453.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022332324.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022331580.1	GO:0006520,GO:0007165,GO:0016301
XP_022331579.1	GO:0006520,GO:0007165,GO:0016301
XP_022331578.1	GO:0006520,GO:0007165,GO:0016301
XP_022332811.1	GO:0006520,GO:0007165,GO:0016301
XP_022332805.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022332802.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022332803.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022332804.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022332154.1	GO:0006520,GO:0016301
XP_022332153.1	GO:0006520,GO:0016301
XP_022329208.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329215.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329209.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329212.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329214.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329213.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329210.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329216.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329207.1	GO:0006464,GO:0006520,GO:0007010,GO:0007165,GO:0016301,GO:0043167
XP_022329411.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022329410.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022329412.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022329414.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022329415.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022329413.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022330834.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022330837.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022330839.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022330838.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022330836.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022330833.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022330835.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022329359.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022331792.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022329509.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022329510.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022330522.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022330521.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022330527.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022330525.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022330528.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022341054.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022343520.1	GO:0006464,GO:0006520,GO:0016301
XP_022343519.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022343518.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022286174.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022286175.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022286173.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022338973.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022338972.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022338971.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022338970.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022338968.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022338969.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022341813.1	GO:0006520,GO:0016301
XP_022337569.1	GO:0006520,GO:0016301
XP_022337566.1	GO:0006520,GO:0016301
XP_022337567.1	GO:0006520,GO:0016301
XP_022337568.1	GO:0006520,GO:0016301
XP_022344704.1	GO:0000278,GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167,GO:0051301
XP_022335940.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022335941.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022345777.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022345776.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022345778.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022345779.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022345541.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022345542.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022340525.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022344374.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022344370.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022344367.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022344368.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022344372.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022344373.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022344369.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022344371.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022342139.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022342137.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022342138.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022342140.1	GO:0006464,GO:0006520,GO:0007010,GO:0016301,GO:0043167
XP_022340993.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022336329.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022336330.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022336333.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022292447.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022292166.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022292167.1	GO:0000278,GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022292201.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301691.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301692.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301690.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301693.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301994.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022302001.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301997.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301995.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022302002.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301998.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301999.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022301996.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022302000.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022302003.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297270.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297273.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297274.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297276.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297275.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022299179.1	GO:0006464,GO:0006520,GO:0008219,GO:0016301,GO:0043167
XP_022299178.1	GO:0006464,GO:0006520,GO:0008219,GO:0016301,GO:0043167
XP_022297548.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297550.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297546.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297543.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022297547.1	GO:0006464,GO:0006520,GO:0016301,GO:0043167
XP_022306428.1	GO:0006464,GO:0006520,GO:0007165,GO:0016301,GO:0043167
XP_022318149.1	GO:0006464,GO:0016301,GO:0043167
XP_022318158.1	GO:0006464,GO:0016301,GO:0043167
XP_022312933.1	GO:0005856,GO:0006464,GO:0007165,GO:0016301,GO:0043167,GO:0065003
XP_022314935.1	GO:0006464,GO:0016301,GO:0043167
XP_022314802.1	GO:0006464,GO:0016301,GO:0043167
XP_022314803.1	GO:0006464,GO:0016301,GO:0043167
XP_022315174.1	GO:0006464,GO:0016301,GO:0043167
XP_022313840.1	GO:0006464,GO:0016301,GO:0043167
XP_022319631.1	GO:0005886,GO:0006464,GO:0007155,GO:0016301,GO:0043167
XP_022314567.1	GO:0006464,GO:0016301,GO:0043167
XP_022314611.1	GO:0006464,GO:0016301,GO:0043167
XP_022314609.1	GO:0006464,GO:0016301,GO:0043167
XP_022314613.1	GO:0006464,GO:0016301,GO:0043167
XP_022314612.1	GO:0006464,GO:0016301,GO:0043167
XP_022314591.1	GO:0006464,GO:0016301,GO:0043167
XP_022314593.1	GO:0006464,GO:0016301,GO:0043167
XP_022314592.1	GO:0006464,GO:0016301,GO:0043167
XP_022314594.1	GO:0006464,GO:0016301,GO:0043167
XP_022314940.1	GO:0006464,GO:0016301,GO:0043167
XP_022314944.1	GO:0006464,GO:0016301,GO:0043167
XP_022323191.1	GO:0006464,GO:0016301,GO:0043167
XP_022323192.1	GO:0006464,GO:0016301,GO:0043167
XP_022324253.1	GO:0006464,GO:0016301,GO:0043167
XP_022324254.1	GO:0006464,GO:0016301,GO:0043167
XP_022324252.1	GO:0006464,GO:0016301,GO:0043167
XP_022324255.1	GO:0006464,GO:0016301,GO:0043167
XP_022323811.1	GO:0006464,GO:0016301,GO:0043167
XP_022323809.1	GO:0006464,GO:0016301,GO:0043167
XP_022327490.1	GO:0006464,GO:0016301,GO:0043167
XP_022327491.1	GO:0006464,GO:0016301,GO:0043167
XP_022327493.1	GO:0006464,GO:0016301,GO:0043167
XP_022327492.1	GO:0006464,GO:0016301,GO:0043167
XP_022322441.1	GO:0006464,GO:0007165,GO:0016301,GO:0043167
XP_022322443.1	GO:0006464,GO:0007165,GO:0016301,GO:0043167
XP_022322442.1	GO:0006464,GO:0007165,GO:0016301,GO:0043167
XP_022322878.1	GO:0006464,GO:0016301,GO:0043167
XP_022331306.1	GO:0006464,GO:0016301,GO:0043167
XP_022330716.1	GO:0006464,GO:0016301,GO:0043167
XP_022330713.1	GO:0006464,GO:0016301,GO:0043167
XP_022330714.1	GO:0006464,GO:0016301,GO:0043167
XP_022330715.1	GO:0006464,GO:0016301,GO:0043167
XP_022331912.1	GO:0006464,GO:0016301,GO:0043167
XP_022330513.1	GO:0006464,GO:0016301,GO:0043167
XP_022330514.1	GO:0006464,GO:0016301,GO:0043167
XP_022330512.1	GO:0006464,GO:0016301,GO:0043167
XP_022330510.1	GO:0006464,GO:0016301,GO:0043167
XP_022330509.1	GO:0006464,GO:0016301,GO:0043167
XP_022330511.1	GO:0006464,GO:0016301,GO:0043167
XP_022330515.1	GO:0006464,GO:0016301,GO:0043167
XP_022330516.1	GO:0006464,GO:0016301,GO:0043167
XP_022343703.1	GO:0006464,GO:0016301,GO:0043167
XP_022343701.1	GO:0006464,GO:0016301,GO:0043167
XP_022343702.1	GO:0006464,GO:0016301,GO:0043167
XP_022342278.1	GO:0006464,GO:0016301,GO:0043167
XP_022342286.1	GO:0006464,GO:0016301,GO:0043167
XP_022342288.1	GO:0006464,GO:0016301,GO:0043167
XP_022342285.1	GO:0006464,GO:0016301,GO:0043167
XP_022342287.1	GO:0006464,GO:0016301,GO:0043167
XP_022342289.1	GO:0006464,GO:0016301,GO:0043167
XP_022342283.1	GO:0006464,GO:0016301,GO:0043167
XP_022342280.1	GO:0006464,GO:0016301,GO:0043167
XP_022342279.1	GO:0006464,GO:0016301,GO:0043167
XP_022342281.1	GO:0006464,GO:0016301,GO:0043167
XP_022342282.1	GO:0006464,GO:0016301,GO:0043167
XP_022342284.1	GO:0006464,GO:0016301,GO:0043167
XP_022342290.1	GO:0006464,GO:0016301,GO:0043167
XP_022340432.1	GO:0006464,GO:0016301,GO:0043167
XP_022342939.1	GO:0006464,GO:0016301,GO:0043167
XP_022339286.1	GO:0006464,GO:0016301,GO:0043167
XP_022343069.1	GO:0006464,GO:0016301,GO:0043167
XP_022341793.1	GO:0006464,GO:0016301,GO:0043167
XP_022336376.1	GO:0006464,GO:0016301,GO:0043167
XP_022336373.1	GO:0006464,GO:0016301,GO:0043167
XP_022336375.1	GO:0006464,GO:0016301,GO:0043167
XP_022336374.1	GO:0006464,GO:0016301,GO:0043167
XP_022295663.1	GO:0005575,GO:0006464,GO:0016301,GO:0043167
XP_022302082.1	GO:0006464,GO:0016301,GO:0043167
XP_022302083.1	GO:0006464,GO:0016301,GO:0043167
XP_022300138.1	GO:0006464,GO:0016301,GO:0043167
XP_022301784.1	GO:0006464,GO:0016301,GO:0043167
XP_022301782.1	GO:0006464,GO:0016301,GO:0043167
XP_022301783.1	GO:0006464,GO:0016301,GO:0043167
XP_022302489.1	GO:0006464,GO:0016301,GO:0043167
XP_022300947.1	GO:0006464,GO:0016301,GO:0043167
XP_022296970.1	GO:0006464,GO:0016301,GO:0043167
XP_022296969.1	GO:0006464,GO:0016301,GO:0043167
XP_022309250.1	GO:0006464,GO:0016301,GO:0043167
XP_022303484.1	GO:0006464,GO:0016301,GO:0043167
XP_022303485.1	GO:0006464,GO:0016301,GO:0043167
XP_022308352.1	GO:0006464,GO:0016301,GO:0043167
XP_022295151.1	GO:0003674,GO:0005737,GO:0005975
XP_022295150.1	GO:0003674,GO:0005737,GO:0005975
XP_022295637.1	GO:0003674,GO:0005737,GO:0005975
XP_022295636.1	GO:0003674,GO:0005737,GO:0005975
XP_022293795.1	GO:0008168,GO:0009058,GO:0034641,GO:0044281
XP_022293794.1	GO:0008168,GO:0009058,GO:0034641,GO:0044281
XP_022332548.1	GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0043167
XP_022332547.1	GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0043167
XP_022330056.1	GO:0005737,GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0043167
XP_022319368.1	GO:0006520,GO:0009056,GO:0016829
XP_022319366.1	GO:0006520,GO:0009056,GO:0016829
XP_022313271.1	GO:0003674
XP_022313186.1	GO:0003674
XP_022333383.1	GO:0005829,GO:0006399,GO:0016874
XP_022344984.1	GO:0003674
XP_022340615.1	GO:0016491,GO:0034641,GO:0042592,GO:0043167,GO:0044281
XP_022299797.1	GO:0016491,GO:0034641,GO:0042592,GO:0043167,GO:0044281
XP_022299798.1	GO:0016491,GO:0034641,GO:0042592,GO:0043167,GO:0044281
XP_022299800.1	GO:0016491,GO:0034641,GO:0042592,GO:0043167,GO:0044281
XP_022299799.1	GO:0016491,GO:0034641,GO:0042592,GO:0043167,GO:0044281
XP_022314693.1	GO:0008168
XP_022315071.1	GO:0008168
XP_022315072.1	GO:0008168
XP_022315070.1	GO:0008168
XP_022314694.1	GO:0008168
XP_022315068.1	GO:0008168
XP_022315069.1	GO:0008168
XP_022319298.1	GO:0008168
XP_022336677.1	GO:0008168
XP_022336675.1	GO:0008168
XP_022336676.1	GO:0008168
XP_022336678.1	GO:0008168
XP_022313662.1	GO:0016491
XP_022324972.1	GO:0016491,GO:0042592
XP_022346150.1	GO:0006790,GO:0009058,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022346148.1	GO:0006790,GO:0009058,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022346149.1	GO:0006790,GO:0009058,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022322948.1	GO:0006520,GO:0009058,GO:0016874,GO:0034641,GO:0043167,GO:0051186
XP_022322465.1	GO:0006520,GO:0009058,GO:0016874,GO:0034641,GO:0043167,GO:0051186
XP_022322466.1	GO:0006520,GO:0009058,GO:0016874,GO:0034641,GO:0043167,GO:0051186
XP_022322467.1	GO:0006520,GO:0009058,GO:0016874,GO:0034641,GO:0043167,GO:0051186
XP_022315911.1	GO:0016491,GO:0043167
XP_022314583.1	GO:0016491,GO:0043167
XP_022290804.1	GO:0016491,GO:0043167
XP_022326357.1	GO:0016491
XP_022316248.1	GO:0006790,GO:0016301,GO:0016779,GO:0034641,GO:0043167,GO:0044281
XP_022316242.1	GO:0006790,GO:0016301,GO:0016779,GO:0034641,GO:0043167,GO:0044281
XP_022316243.1	GO:0006790,GO:0016301,GO:0016779,GO:0034641,GO:0043167,GO:0044281
XP_022316247.1	GO:0006790,GO:0016301,GO:0016779,GO:0034641,GO:0043167,GO:0044281
XP_022316246.1	GO:0006790,GO:0016301,GO:0016779,GO:0034641,GO:0043167,GO:0044281
XP_022316245.1	GO:0006790,GO:0016301,GO:0016779,GO:0034641,GO:0043167,GO:0044281
XP_022289339.1	GO:0005975,GO:0006091,GO:0009056,GO:0009058,GO:0016791,GO:0044281
XP_022289341.1	GO:0005975,GO:0006091,GO:0009056,GO:0009058,GO:0016791,GO:0044281
XP_022291443.1	GO:0005975,GO:0006091,GO:0009056,GO:0009058,GO:0016791,GO:0044281
XP_022291442.1	GO:0005975,GO:0006091,GO:0009056,GO:0009058,GO:0016791,GO:0044281
XP_022333994.1	GO:0005975,GO:0006091,GO:0009056,GO:0009058,GO:0016791,GO:0044281
XP_022301487.1	GO:0006520,GO:0009056,GO:0016491
XP_022301489.1	GO:0006520,GO:0009056,GO:0016491
XP_022301488.1	GO:0006520,GO:0009056,GO:0016491
XP_022296030.1	GO:0005737,GO:0006091,GO:0006790,GO:0016874,GO:0032991,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022296029.1	GO:0005737,GO:0006091,GO:0006790,GO:0016874,GO:0032991,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022296132.1	GO:0005737,GO:0006091,GO:0006790,GO:0016874,GO:0032991,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022296133.1	GO:0005737,GO:0006091,GO:0006790,GO:0016874,GO:0032991,GO:0034641,GO:0043167,GO:0044281,GO:0051186
XP_022331322.1	GO:0006629,GO:0009058,GO:0016829,GO:0034641
XP_022331321.1	GO:0006629,GO:0009058,GO:0016829,GO:0034641
XP_022302860.1	GO:0006629,GO:0009058,GO:0016829,GO:0034641
XP_022340979.1	GO:0003674,GO:0006629
XP_022335736.1	GO:0003674,GO:0006629
XP_022335735.1	GO:0003674,GO:0006629
XP_022340438.1	GO:0003674,GO:0006629
XP_022340436.1	GO:0003674,GO:0006629
XP_022340437.1	GO:0003674,GO:0006629
XP_022336528.1	GO:0003674,GO:0006629,GO:0009056,GO:0034641
XP_022299668.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022299667.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022299666.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022299669.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022301091.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022302901.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022302903.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022296146.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022296147.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022296149.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022296145.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022296142.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022296143.1	GO:0006520,GO:0009058,GO:0016765,GO:0034641
XP_022314358.1	GO:0003677,GO:0006259,GO:0007155,GO:0008168,GO:0031012
XP_022290524.1	GO:0003677,GO:0006259,GO:0008168
XP_022290534.1	GO:0003677,GO:0006259,GO:0008168
XP_022333624.1	GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0043167
XP_022333625.1	GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0043167
XP_022302459.1	GO:0006399,GO:0006412,GO:0006520,GO:0016874,GO:0043167
XP_022336378.1	GO:0009058,GO:0016491,GO:0034641,GO:0044281,GO:0051186
XP_022336379.1	GO:0009058,GO:0016491,GO:0034641,GO:0044281,GO:0051186
XP_022336380.1	GO:0009058,GO:0016491,GO:0034641,GO:0044281,GO:0051186
XP_022336381.1	GO:0009058,GO:0016491,GO:0034641,GO:0044281,GO:0051186
XP_022302552.1	GO:0006520,GO:0009058,GO:0016301,GO:0043167
XP_022298473.1	GO:0006520,GO:0009058,GO:0016301,GO:0043167
XP_022317996.1	GO:0006520,GO:0006790,GO:0009058,GO:0016301
XP_022318105.1	GO:0006520,GO:0006790,GO:0009058,GO:0016301
XP_022343427.1	GO:0003674,GO:0009056,GO:0044281
XP_022313162.1	GO:0006091,GO:0016491,GO:0043167,GO:0044281
